Job Title,Job Company,Job Type,Job Location,Job Posted,Job Link,Job Description
Senior JavaScript Fullstack Developer ,Neteffects,Full Time,St. Louis MO,4 days ago,https://jobs.github.com/positions/d5a837e4-d338-4f6b-ad98-c492c54a7021,"
You will be joining a platform focused on building software products and services that are critical to the Research and Development pipeline. These include core systems that track the genes and associated meta data that have the potential to be the next blockbuster biotech trait for insect and weed resistance, increased yield or improved quality.
You may also be involved in building products that support the Agricultural biologicals business. You will have an opportunity to drive innovation in agriculture via software products that support cutting edge technologies including Next Gen Sequencing and Gene editing.
This team specifically works on the following products: Sequence Utility Resource (SeqUR) is a sequence repository and data asset housing pipeline constructs, genes, proteins, and collaboration sequences allowing users to store, search, and analyze sequence data that helps fuel Crop Science R&D pipeline.
Our products include real-time streaming analytics from an expanding collection of connected devices, mobile data collection, visualization suites, big data genomics repositories, and geospatial computing systems, just to name a few. To build great software, we need great people.
Skills Required (Bare Minimum): NodeJS, AWS Lambda, Cloudformation Templates, Vue, React, SQL, Postgres, strong communication skills, good teaming and collaboration skills, passion for learning.
Job Description:
-Work as part of an agile development team to build and support applications.
-Work with team and product manager to manage project priorities, deadlines, and deliverables.
-Interact directly with business customers to gather and understand requirements and how they translate in application features.
-Develop applications and services using the right tool for the job. -Conduct functional and non-functional testing.
-Troubleshoot and debug applications.
-Deploy applications across all environments in collaboration with development team, product management, and delivery.
-Focus on code quality, including performing unit and integration testing.
-Evaluate existing applications to refactor, update and add new features.
-Develop any technical documentation needed to accurately represent application design and code.
-Help to shape the vision for their own team's products, taking in to account impacts, dependencies, and opportunities to collaborate with other teams and groups.
-Identify and pursue opportunities to improve own knowledge and skills.
-Identify opportunities to develop new and better solutions.
-Implement solutions to technical obstacles affecting own team
Learn & Grow:
Ongoing focus on growth through training (domain and technical) and knowledge sharing through communities of agile teams.
Innovation days, hack-a-thons, networking events, and volunteer opportunities.
Diverse technology stacks in a forward thinking, open source-centric environment.
Collaborate:
Work with other talented people solving a wide range of complex and unique challenges that have real world impact.
Open workspace promotes collaboration and pairing in a fun, casual environment.
We value your talent over a role or title. Strength of ideas valued over position on an org chart.
Culture:
Work life balance and flexibility is not just discussed, it is our way of life.
Challenging how things are done is not just encouraged, it is expected.
We value autonomous, self-organizing teams allowing you to have a real say in what you work on, who you work with, and how you work.
Ownership:
Interact directly with customers to create critical business solutions. Be responsible for architecting, implementing, testing, deploying, and supporting the software that drives Biotech Company Crop Science.
Work with your team and product owner to manage project priorities, deadlines and deliverables.
"
AI Specialist / Machine Learning Engineer (m/w/d),"Element 84, Inc.",Full Time,Remote,4 days ago,https://jobs.github.com/positions/ef8c071c-10bd-4ef0-8b4d-c530da2988ce,"
Company Description
We're Element 84 and we're taking on some of the biggest challenges in software: petabyte search, consumer streaming, and Earth science repositories, just to name a few. We are a team of gamers, musicians, artists, pitmasters, pilots, and tinkerers and we think you might have fun helping us solve some big problems. Element 84 was founded by husband-and-wife engineers and has grown into a skilled group of developers, designers, project managers, and a business team that builds high performance systems for some of the biggest corporate and government clients in the world. Our main office is located in Alexandria, VA but we support a large remote workforce from Michigan to Texas and Pennsylvania to California.
Job Description
The Element 84 Cloud Based Metrics team develops data pipelines to supply geospatial data archive centers with relevant metrics collection dashboards to aid in their transition to the cloud. The Cloud Based Metrics team is an established and high performing agile team working in the Scaled Agile Framework methodology.
This requirement is for a software engineer to assist in the development and maintenance of data pipelines for a Cloud Based Metrics System, facilitating data through the ingest process to dashboard visualizations, utilizing AWS services and the ELK stack (Elasticsearch, Logstash and Kibana).
Permission to work in the United States without sponsorship is required; All candidates must be able to pass a National Agency Clearance with Inquires (NACI) screening.
Required Skills:

Ability to effectively scope work from end user’s data reporting goals.
Ability to administer Elasticsearch cluster including cluster/shard sizing, reindexing and debug common problems arising from running a self managed multi-tenant cluster.
Ability to write data pipelines to parse logs using Logstash plugins.
Ability to create graphs and dashboards in Kibana to meet end user reporting requirements and debug problems with data visualization.
Experience with AWS services such as Cloudformation, EC2, Kinesis, Lambda, SQS, Cloudwatch and S3.
Experience with NodeJS.

Desired Skills:

Familiarity with log formats from various AWS services such as S3 server access , Cloudfront distribution, Lambda execution, ELB, Container execution etc.
Experience with Kibana Query Language, Lucene Query Language, and/or Querydsl
Desire to become an AWS Certified architect / engineer.
Bachelor's degree in a related field (preferred)

Additional Information
Paying attention to who we are -- as a company, as people, as family members, friends, and colleagues, is probably the biggest part of who we are. There are lots of ways to run a company and you have probably experienced more than your share. For us, it's wanting to come to work, being around people we enjoy, taking on big things with people you trust, and sharing our achievements as a team.

You’ll get credit when things go right and we’ll have your back when things go wrong.
We only take on work that is challenging and right for us. There are projects we will turn down and the team has a say.
We may be a small company, but we have big company benefits meant to support the idea that we're here for the long term and that happiness comes from much more than just where you work, including 401k, health & dental insurance, life & disability insurance, flexible schedule, cell phone stipend, flexible spending accounts for transportation and dependent care and a generous PTO policy.

We have an extraordinary retention rate because we only hire extraordinary people. We hope that’s you.
Element 84 is an equal opportunity employer, with a company culture that values diversity. We embrace inclusivity and believe that diversity of thought, perspective, and experience helps us reach higher and think bigger. Element 84 is committed to hiring the best person for the team and does not discriminate on the basis of race, color, religion, creed, sex, sexual orientation, gender identity, marital status, national origin, age, veteran status, disability, or any other protected class. If you are interested in joining us, we want to hear from you!
Apply now by using the application form.
Click here for the application form!
"
Senior full-stack .NET developer,Wordwall,Full Time,Remote,about 1 month ago,https://jobs.github.com/positions/0f2c5945-ee62-4c8e-a681-a5811205b368,"
Salary - £45-55k pa
We looking for a senior developer who excels in working full-stack, but can bring their distinctive skills to our team, whether that's someone who loves writing tests or has a flair for game design. Whatever you do, we need you to have top-notch JScript and C#.
Our mission is to make it easy for teachers to create interactive games and worksheets for their students. Our site automates the process of resource design, so teachers can simply enter the content that is appropriate for their class – a list of keywords, definitions, questions or images. Wordwall produces the content in over 60 different templates; for example, gameshow quizzes, crosswords, labelled diagrams and arcade games. It seeks to disrupt the publisher-driven model of paid-for “professionally” made educational content, by putting high-quality content creation in the hands of teachers and making that teacher-made content, freely accessible through our online community.
We are a small team with big ambitions, who work remotely across the world. Our 15 million monthly users are rapidly proliferating. We’ve got a product that works and we’re building for the long-term. We want people who want to stick around, grow with us and help make games-based learning accessible to all.
Technologies we use: HTML5, CSS, Javascript, Canvas API, WebAudio API, C#, ASP.NET MVC, MS-SQL, Azure, Selenium, TeamCity CD
We are an equal opportunities employer. We support flexible working arrangements - full or part time.
Real applicants only - please do not contact us if you represent an agency.
Requirements:

Excellent C# & JScript skills
Minimum 3 years experience working within a software development team
Able to self-organise and motivate when working remotely

"
PHP Backend Developer (m/f/d),zolar,Full Time,Berlin,5 days ago,https://jobs.github.com/positions/da9a9586-0fe3-42f3-a59d-3c9ab7fa4deb,"
Your responsibilities

You design and develop complex, sophisticated and high-quality APIs and processes.
You focus on fast and easy-to-maintain data structures and take care to deliver reliable, well-tested and sustainable code.
Working closely with product management, QA and the development team, you’ll design, develop and optimise partner-oriented features for our zolar Project Center (ZPC).
The development of your own skills, existing processes and development methods in the team are just as important to you as to us.
You support your colleagues and you' re motivated to gain new knowledge and to share it within the team.

Your qualifications

You have at least 3 years of experience in software development and have successfully completed your studies with focus on IT.
You’re strong using PHP 7 and frameworks such as Symfony.
You have a good understanding for the development of applications in a microservice environment.
Your way of working is structured, hands-on and solution-oriented.
Agile development practices (TDD, BDD, pair programming, etc.) are nothing new to you.
Plus: You have experience with AWS.
You have a passion for learning new things and driving improvements, and you are always eager to try out new technologies.

What zolar offers you

Flexible working hours and contract of employment of indefinite duration
Be part of a team that is motivated to make an impact each day
Pioneer of the energy revolution to achieve a 100% renewable energies supply
Plenty of room for own ideas and creative implementation of innovative solutions
Our open feedback culture, we offer regular feedback discussions
Numbers and goals are transparently communicated during our monthly All-Stars meeting
Reduced Urban Sports Club M-membership
Free energy suppliers such as fruits and drinks
Our company culture, which is important to us - team events happen regularly

Your contact person
Pauline Ehrlich is looking forward to your application! Our career webpage gives you a first impression of our company culture.
"
Full-Stack-Entwickler (m/w/d) docmetric,CompuGroup Medical SE & Co. KGaA,Full Time,Berlin,5 days ago,https://jobs.github.com/positions/ab550929-cf41-456a-9bd4-009ff81ed39b,"
CompuGroup Medical hilft heilen
CompuGroup Medical liefert wichtige Software, um Gesundheit und Lebensqualität zu verbessern. Wir bauen Brücken zwischen Ärzten, Apothekern, Kostenträgern, Laboren, Reha- und Pflegeeinrichtungen und Krankenhäusern und helfen ihnen, Menschen optimal zu versorgen. Die Arbeit aller medizinischen Leistungserbringer zu verstehen und immer mehr zu erleichtern ist unser Ziel. Seit über 30 Jahren unterstützen wir unsere Kunden, Informationen sicher zu speichern, auszutauschen und Wissen abzufragen.

Führendes internationales e-Health Unternehmen
746 Mio. € Jahresumsatz in 2019
Ca. 6100 Mitarbeiter weltweit
Einzigartige Kundenbasis mit über 1 Mio. professionellen Nutzern weltweit
Standorte in 18 und Produkte in 56 Ländern
Über 30 Jahre erfolgreich im Markt

Als Full-Stack-Entwickler (m/w/d) docmetric gestalten Sie heute schon mit, was die Zukunft bringt!
docmetric bietet Ihnen die Möglichkeit, sich in einem innovativen und internationalen Umfeld zu entfalten. Wir vereinen die Kompetenz der CompuGroup Medical als eines der weltweit führenden E-Health-Unternehmen mit der Leidenschaft für digitale und datengetriebene Geschäftsmodelle eines Start-ups. Bei docmetric entwickeln wir unsere Produkte selbst, von der Entgegennahme anonymisierter Daten aus verschiedenen Quellen bis zur Anzeige der Analysen einer mobilen App oder Desktop-Anwendung.
Ihr Beitrag:

Als Full-Stack-Entwickler (m/w/d) sorgen Sie gemeinsam mit Ihrem Team für die Erweiterung und Verbesserung unseres Produktportfolios
Dabei tragen Sie die Verantwortung für das Aufsetzen sowie Überwachen von Schnittstellen und Servern zur Übermittlung anonymisierter Daten
Sie sind zuständig für die Entwicklung von Algorithmen zur Qualitätsprüfung der eingehenden Daten
Die Umsetzung von Analysetools zur Auswertung, Interpretation und Weiterverarbeitung der eingehenden Daten (unter Einsatz von Machine Learning) stellen Sie sicher
Sie realisieren die Entwicklung und den Betrieb von Frontends für die Nutzeradministration und die Datenvisualisierung

Was uns wichtig ist:

Abgeschlossenes Studium im Bereich der Informatik, Programmierung, IT-Entwicklung oder eine vergleichbare Qualifikation
Mindestens 2 Jahre Berufserfahrung als Programmierer (m/w/d)
Kenntnisse in Python, MySQL, Elasticsearch, REST-APIs, Web-Development, Datenvisualisierung und Mobile-App-Development (Flutter)

Was Sie von uns erwarten können:

Die Möglichkeit, beim Marktführer der Branche zu arbeiten
Flexible Arbeitszeiten, die eine ausgewogene Work-Life-Balance ermöglichen
Zuschuss zur betrieblichen Altersvorsorge als Baustein einer sicheren Zukunft
Nationale und internationalen Entwicklungsmöglichkeiten sowie zahlreiche Weiterbildungsmaßnahmen und Schulungen (u.a. in-house-training in Englisch)
Ein umfangreiches Gesundheitsmanagement (Impfangebote, Augenuntersuchung, Vorsorgeuntersuchungen)

Sie erleichtern es uns schnell richtige Entscheidungen zu treffen, wenn Sie uns über das Bewerbungsformular Ihre aussagekräftigen Unterlagen mit Ihren Gehaltsvorstellungen übermitteln.
Synchronizing Healthcare
Werden Sie jetzt ein Teil davon!
Kennziffer:
req5701
Standort:
Berlin
Job Segment:
Software Development
Kontakt:
career@cgm.com
Klicken Sie hier um zum Bewerbungsformular zu gelangen!
"
Systemadministrator:in für Linux,MANDARIN MEDIEN Gesellschaft für digitale Lösungen mbH,Full Time,Schwerin,5 days ago,https://jobs.github.com/positions/68a91f14-bbfb-4343-a0e0-0c0ab384f0ef,"
2002 sind wir als Internetagentur gestartet. Heute bezeichnen wir uns als Digitalagentur. Das Spielfeld ist heute breiter und greift tiefer in bestehende Geschäftsbereiche ein. In unseren 3 Units MARKETING, DIGITAL & TALENT arbeiten über 80 Macher, Nerds und Kreative nach einem Prinzip: Messbar mehr Erfolg. Das heißt konkret: Klare Ziele. Permanente Optimierung. Transparentes Reporting.
Wer wir sind
Wir bieten Dir einen freien Platz in unserem IT-Team als Systemadministrator:in, in Schwerin. Mit deinem Team wirst du für unsere Kunden moderne IT Landschaften erschaffen, eigenverantwortlich aber immer mit Teamsupport arbeiten, dich persönlich und fachlich immer weiterentwickeln.
Unsere IT-Crew entwickelt und supportet zum Beispiel Netzwerke, Cloud Lösungen, TK Anlagen, Live Streamings von Konferenzen, spezifische Branchensoftware und individuelle Digitalisierungsprojekte für Kunden aus den Branchen: Energieversorgung, Sozial- und Wohlfahrtsverbände, Pflegeeinrichtungen sowie Unternehmen aus den Bereichen Lebensmittelindustrie und Medizintechnik.
Christian, Steffen, Christoph, Fabrice, Gérard, Marcel, Christoph, Moritz, Sebastian &  Gordon freuen sich, wenn DU ihr Team komplett machst.
Das wären Deine Aufgaben
Als Teil unseres IT Teams, mitten im Herzen von Schwerin, würdest du eigenständig in vielfältigen Projekten arbeiten. Kannst Lösungen und Umgebungen mitgestalten und bist darüber hinaus auch im technischen Support tätig.
Wir freuen uns, wenn DU als Systemadministrator:in bei uns im IT Team, zum nächstmöglichen Zeitpunkt, startest.

Administration, Aufbau und Weiterentwicklung von bestehenden Linux Umgebungen, inkl. Firewalls, Webserver, Load Balancer, Mailservern
Troubleshooting von Problemen in Internen- sowie Kundenumgebungen
Arbeiten in Kunden- sowie internen Projekten
Erarbeiten einer umfassenden Dokumentation, sowie Schulen des Supportpersonals

Das bringst Du mit

Gutes Verständnis für IP Netze, besonders mit dem Hersteller Cisco
Eine abgeschlossene Ausbildung als Fachinformatiker für Systemintegration
Führerschein Klasse B
Kunden- sowie Lösungsorientiertes handeln
Verantwortungsbewusstsein für deine eigenständige Zeiteinteilung
Bereitschaft jeden Tag dazu zu lernen und mit deinen Aufgaben zu wachsen
Spaß an der Arbeit im Team und mit dem Team neue Ideen zu entwickeln
LPIC Zertifizierungen

Klingt ganz schön viel? Nobody is perfect! Wir lernen alle jeden Tag voneinander und nehmen uns jede Woche Zeit für Weiterbildung. Die ein oder andere Fähigkeit kannst Du also auch nach Deinem Start bei uns erlernen oder vertiefen.
Das bieten wir Dir

Einen spannenden und anspruchsvollen Agentur-Job in MV
Eine große Bandbreite an Projekten - Handwerk bis Konzern
Ein hervorragendes Arbeitsklima und kurze Entscheidungswege
Zeit für Deine Weiterbildung,  je Woche, plus Budget
Moderne Arbeitsmittel und neueste Programme
Unterstützung Deiner Gesundheit
Möglichkeit eines Fahrtkostenzuschusses
Flexibles Arbeiten - von Zuhause oder einfach mal am Strand
Kreative Denkpausen mit dem Boot auf dem Schweriner See
Teamevents, wie z.B. Grillen, MANDARIN-Kino, Besuch des Weihnachtsmarktes uvm.
Ein Büro mitten in der City sowie leckeres Obst, Kaffee, Tee, Wasser und Mate

Kontakt
Passt alles für Dich?
Dann sende Deine Bewerbung mit Deinen Vorstellungen zu Gehalt und Urlaub an Corinna Lepsien, jobs@mandarin-medien.de. Falls Du gerade unterwegs bist, kannst Du uns auch einfach einen Link von Deinem Xing- oder LinkedIn Profil schicken.

"
Systemadministrator:in,MANDARIN MEDIEN Gesellschaft für digitale Lösungen mbH,Full Time,Schwerin,5 days ago,https://jobs.github.com/positions/3907b1f6-426d-4de4-8137-f9c5f320f121,"
2002 sind wir als Internetagentur gestartet. Heute bezeichnen wir uns als Digitalagentur. Das Spielfeld ist heute breiter und greift tiefer in bestehende Geschäftsbereiche ein. In unseren 3 Units MARKETING, DIGITAL & TALENT arbeiten über 80 Macher, Nerds und Kreative nach einem Prinzip: Messbar mehr Erfolg. Das heißt konkret: Klare Ziele. Permanente Optimierung. Transparentes Reporting.
Wer wir sind
Wir sind Zuhörer, Strategen, Kreative, Experten, Kollegen, Freunde, Spaßmacher, keine Großeredenschwinger, Stille, Laute, Sprachgewandte, Texter, Erfolgshungrige, Macher.
WIR HELFEN MENSCHEN UND MARKEN ÜBER SICH HINAUSZUWACHSEN.
WIR SIND MANDARIN MEDIEN!
Wir bieten Dir einen freien Platz in unserem IT Team als Systemadministrator:in in unserer Digitalagentur in Schwerin. Mit deinem Team wirst du für unsere Kunden den digitalen Ausbau vorantreiben und die Chance bekommen unsere digitale Unit noch weiter auszubauen und größer werden zu lassen.
Christian, Christoph, Fabrice, Gordon, Gérard, Marcel, Christoph, Moritz, Sebastian & Steffen freuen sich, wenn DU ihr Team komplett machst.
Das wären Deine Aufgaben

Erster Ansprechpartner für deine Kunden, via Telefon, E-Mail, Remote oder auch direkt vor Ort
Umgang mit verschiedenen Themen und Umgebungen, z.B: Client-, Server-, Netzwerk- und im Cloudbereich
Fehleranalyse und -beseitigung
Installation, Administration und Wartung von Kundeninfrastruktur
First- und Second-Level Support
Projektbezogene Planung, Vorbereitung und Durchführung

Das bringst Du mit

Eine abgeschlossene Ausbildung als Fachinformatiker für Systemintegration
Führerschein Klasse B
Kunden- sowie Lösungsorientiertes handeln
Verantwortungsbewusstsein für deine eigenständige Zeiteinteilung
Bereitschaft jeden Tag dazu zu lernen und mit deinen Aufgaben zu wachsen
Spaß an der Arbeit im Team und mit dem Team neue Ideen zu entwickeln
Zertifizierungen im Bereich Microsoft, VMWare und Cisco wünschenswert

Klingt ganz schön viel? Nobody is perfect! Wir lernen alle jeden Tag voneinander und nehmen uns jede Woche Zeit für Weiterbildung. Die ein oder andere Fähigkeit kannst Du also auch nach Deinem Start bei uns erlernen oder vertiefen.
Das bieten wir Dir

Einen spannenden und anspruchsvollen Agentur-Job in MV
Eine große Bandbreite an Projekten - Handwerk bis Konzern
Ein hervorragendes Arbeitsklima und kurze Entscheidungswege
Zeit für Deine Weiterbildung, je Woche, plus Budget
Moderne Arbeitsmittel und neueste Programme
Unterstützung Deiner Gesundheit
Möglichkeit eines Fahrtkostenzuschusses
Flexibles Arbeiten - von Zuhause oder einfach mal am Strand
Kreative Denkpausen mit dem Boot auf dem Schweriner See
Teamevents, wie z.B. Grillen, MANDARIN-Kino, Besuch des Weihnachtsmarktes uvm.
Ein Büro mitten in der City sowie leckeres Obst, Kaffee, Tee, Wasser und Mate

Kontakt
​​​​​Passt alles für Dich?
Dann sende Deine Bewerbung mit Deinen Vorstellungen zu Gehalt und Urlaub an Corinna Lepsien, jobs@mandarin-medien.de. Falls Du gerade unterwegs bist, kannst Du uns auch einfach einen Link von Deinem Xing- oder LinkedIn Profil schicken.

"
Web Developer,Valve and Meter,Full Time,Indianapolis,5 days ago,https://jobs.github.com/positions/e9f3fc0d-b923-4e38-91f0-318ac1d5bb19,"
Web Developer
In a Nutshell
Valve+Meter is in search of a Web Developer to join our growing agency. If you love collaborating, innovating, and learning, then we want to hear from you. The ideal candidate will have a core focus in WordPress development with a secondary background in custom software development in PHP or other languages and frameworks.
What the Role Is

Each V+M employee must represent our core values in each interaction.
Our office is located in the Fort Ben Area of Indianapolis; all employees work from that location when the office is open.
This role reports to the Director of Digital Marketing.

Responsibilities:

Website Management.
Website Development.
Website Maintenance.
Site Speed Optimization.
Conversion Rate Optimization.
Website Monitoring.

Activities:

Turn custom .psd & Adobe XD designs into fully responsive and lightweight WordPress themes.
Develop partial theme customization on projects with parallel development efforts.
Customize WordPress functions, custom fields, and write unique plugins for client specific applications.
Work closely with other team members on existing client websites and development of HTML/CSS/JavaScript/Wordpress-based templates.
Design, develop, and extend custom WordPress solutions to support unique client needs.
Customize WP Admin for data input and leverage third party plugins (Such as ACF).
Strategize and perform data migrations from other web platforms onto WordPress.
Provide end-user WordPress technical support, instruction, and troubleshooting.
Perform routine updates to WordPress core, plugins, and other dependencies.
Monitor and analyze existing sites for opportunities for improvement and optimization.
Collaborate with multi-disciplinary project stakeholders to ensure requirements are being met.
Test all new and existing sites for performance, scalability and browser compatibility.
Ensure compliance with all coding standards and web accessibility.
Stay up to date on the latest community trends and make recommendations to the team.

About Us
We've named our practice Valve+Meter because the variables we can manage with you are the flow and cost of new business. The ""valve"" part of our approach manages the right rate of new business for your operation, and we set our pricing with you not based on the activities we pursue but on the ""metered"" results we generate.
Mission
We exist to change the way businesses approach marketing by delivering abundance and accountability with a customer cost per acquisition strategy.
Vision
We inspire businesses to look at marketing as a revenue center rather than a cost center.
Core Values

Think: Focus. Find a way forward.
Love: Act in the long-term best interest of another.
Serve: Meet expectations. Go the extra mile.
Transform: Create dramatic change. Be irreplaceable.
Be Just: Be fair and transparent. Do no harm.

What Valve+Meter Offers

Competitive Base Salary: $55,000 - $65,000.

Excellent Benefits Package Including:


Medical, Dental, and Vision.


401(k) Match.


Company-Paid Life Insurance Policy.


YMCA Membership Assistance.


Three Weeks of Paid Time Off.


Ten Paid Holidays.


Two Paid Service Days.


Casual Dress Code.


Pet Friendly Office.


Alcohol Permitted Onsite.


Environment for Fast Career Growth.


Work Location
Our Indianapolis office is open to local employees who wish to work from the office; other employees currently work remotely. We have not made a long-term decision on remote work; we are willing to test hiring a semi-remote role in the greater-Indianapolis Region - within a 5 hour drive of Indy.
In a post-COVID world, semi-remote would entail 6-8 days of travel per year. This would include 4 ""state of the company"" meetings, our Christmas party, and Founder's day (when we celebrate the day we started the company). Valve+Meter will provide typical travel expenses -- hotel, food, mileage.
At this point we are not able to provide relocation assistance to individuals living outside that area.
Required:

Experience delivering results.
Bachelor's degree or Equivalent work experience.
At least 2 years experience in PHP, MySQL, HTML, CSS and Javascript, accessibility, platform compatibility, and all other areas of front-end development.
At least 2 years experience in developing for WordPress or other CMS platforms.
Working knowledge of WordPress theme development including the template hierarchy, custom post types and taxonomies, custom loops, actions, filters, and PHP functions.
Experience with version control systems such as Git/ GitLab.
Knowledge of general best practices in web development, SEO, security, and scalability .
Experience converting visual designs into clean, commented, valid templates.
Meticulous attention to detail and a keen understanding of UI, UX and web design patterns.
Should be a clear communicator, a self-starter, an open collaborator and deadline-oriented.
Thorough understanding of responsive design principles for mobile development.
Ability to balance projects and manage time efficiently.
Strong communication skills to allow for efficient team collaboration.

Preferred:

Experience working at a marketing agency.
Full time experience in the position.
Experience tracking time to specific clients and projects.

How to Apply:
Submit your resume along with a cover letter. In that cover letter include one of your favorite websites and what you appreciate about it. We prefer resumes that do NOT include a personal photograph.
Interested?
Apply via the application button.
Agency calls are not appreciated.
"
Front-End Developer ,Kafe Rocks,Full Time,Remote,5 days ago,https://jobs.github.com/positions/dbcf9119-ccb2-4a63-8d58-9ca7c26cc6b8,"
Description
Consumers within the global iGaming industry are inundated with online casinos and sportsbooks to choose from, and often make decisions based on very little information being available; leaving them open to bad user experiences.
At KaFe Rocks we aim to be THE lighthouse for reputable iGaming - shining a light on the industry and providing our users with valuable products, localised content, and data that will help inform their decisions.
With a set of core values that our Rocketeers live by every day, guiding us further on our journey as one of the leading iGaming affiliates, we really believe we can make a difference to our users’ experiences of this industry.
We are a remote working company, with an HQ based in Malta. We have an entrepreneurial, ambitious and driven mindset flowing through the company and we will continue to push forward, growing organically within both current and new markets.
As our team of Rocketeers continues to grow, we are searching for a Front-End Developer who is enthusiastic, passionate and keen-to-learn and can also assist our Tech team on all our projects.
In this role, you will be actively involved in creating and managing applications. You won’t mind getting stuck in and being hands-on when it comes to learning new methods and developing new features.
If you share our vision of helping users make the best informed decisions, would like to grow your professional skill set, and want to work with our incredible team of Rocketeers, then we’d love to hear from you.
Your key tasks:
Working as part of a team of Developers in the design, development, and implementation of front-end projects
Coding and testing of web applications
Creating, expanding and scaling the application according to the business needs
Compile necessary documentation
Taking part and proposing proactive actions in code review processes
If you’d love to grow your career and learn from some of the best in the business, then we’d love to hear from you.
Requirements:
You WANT to learn, and you’re open to being taught
Fluent in English
Strong knowledge of React - Gatsby and TypeScript experience are a great plus
You are quality driven, reliable, independent and productive
Benefits:
A company that truly values its employees
Remote working & a brand-new office in Malta called ""Oasis""
Flexible working hours
Relocation package if you move to Malta
Competitive salary based on your experience
A genuine opportunity to progress and develop further
Educational Bi-Fridays: Every other Friday, the leadership Team presents different topics to fuel learning & development
Annual Reunion in a tropical place
Annual Team Round-ups in the location of the teams choice
"
Senior Full Stack JS Developer (with Firebase),Intersog,Full Time,Vancouver,5 days ago,https://jobs.github.com/positions/4ea5f5a8-51fd-4c6d-ae29-040f3ab569c5,"
Intersog® is a Chicago-based provider of ROI-driven custom web and mobile development specializing in the delivery of full-service, end-to-end solutions, and project resources to Fortune 500 companies, SMEs and startups. We help our clients attack their ambitious business goals, solve skills shortage issues and become innovative by building Dedicated Software Development Teams in Vancouver, BC, Canada, and/or providing on-demand IT project resources to complete required skills on their in-house teams.
We’re looking for an experienced Senior Full Stack JS Developer (with Firebase) who would join the existing development team and help build a modern serverless platform for small-business owners mentorship. The development team consists of 3 smaller teams working remotely from different locations. You will be a part of one of the teams. A lot of communication happens remotely and documenting your work plays a key role.
Most of the developers can take over any tasks and are not separated into frontend, backend roles, or any other narrow categories. Knowledge sharing is very important to us.
About the project:
We are looking for a Senior Full Stack JS Developer (with Firebase) with primary emphasis on Back End to join an existing team to build a rapidly growing platform for small-businesses on serverless infrastructure. The team is distributed in Ukraine, Mexico, Canada; with the Product team and CTO in the US.
Tech Stack:
Javascript / Typescript, React.js, Material-UI, Google Cloud, Firebase
We are looking for:
- 5+ years building web applications at scale with a primary focus on Back End; 
- Solid experience with Google Firebase.
- Solid experience with backendless services, preferable Google Firebase.
- Solid understanding and experience of TypeScript;
- Solid understanding of SDLC, including design, testing, deployment and quality documentation;
- Strong communication skills;

Will be a big plus:
- Experience in a technical leadership role;
- Experience in architecture design patterns;
- Excellent problem-solving skills
- React or similar UI frameworks

What you will be doing:
- Take a lead role in backend development of platform application using Firebase SDK and related frameworks
- Design new features and architectural approaches
- Prototype and develop the modules for the platform
- Create and maintain asynchronous code
- Optimize platform for maximum speed and scalability

We offer
- Competitive compensation based on your skills, experience, and customer satisfaction;
- Opportunity to work on challenging and exciting international projects;
- Flexible working hours and the possibility to work remotely when needed;
- Extended medical and life insurance;
- Casual, friendly and family work environment

"
